"Protein_ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Swiss.Prot_Hit","SP_E.value","Swiss.Prot_Description","Trembl_Hit","TB_E.value","Trembl_Description","NCBI_hit","nr_E.value","NCBI_Description","GO_Swiss.Prot","GO_Trembl"
"evm.TU.chromosome_11.2479",9.29007949320149,-1.07786641866505,0.349856171570419,-3.08088439265418,0.00206386764853975,0.0125239726133917,"sp|A4FV29|BRM1L_BOVIN",1.23e-29,"Breast cancer metastasis-suppressor 1-like protein OS=Bos taurus GN=BRMS1L PE=2 SV=1","tr|A0A2B4R5H7|A0A2B4R5H7_STYPI",6.96e-47,"Breast cancer metastasis-suppressor 1-like protein-A OS=Stylophora pistillata GN=brms1la PE=4 SV=1","ref|XP_020621615.1|",2.32e-68,"breast cancer metastasis-suppressor 1-like protein-A [Orbicella faveolata]","GO:0070822; GO:0042826; GO:0016575; GO:0000122; GO:0040008; GO:0006351",""
"evm.TU.chromosome_9.897",3.52624022591471,-3.75843213089787,1.22027724138911,-3.07998215767708,0.00207012995991858,0.0125576478560351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"evm.TU.chromosome_11.2361",11.8598994079387,0.808293842016703,0.262471260644165,3.07955179562503,0.0020731231904024,0.012567150076438,"sp|Q5U2M7|ZFAN3_RAT",3.26e-42,"AN1-type zinc finger protein 3 OS=Rattus norvegicus GN=Zfand3 PE=2 SV=1","tr|A0A2B4S6S0|A0A2B4S6S0_STYPI",2.73e-77,"AN1-type zinc finger protein 3-like OS=Stylophora pistillata GN=zfand3 PE=4 SV=1","ref|XP_020604274.1|",4.73e-121,"AN1-type zinc finger protein 3 homolog [Orbicella faveolata]","GO:0003677; GO:0008270","GO:0003677; GO:0008270"
"evm.TU.chromosome_11.1499",4.53989011688534,-2.03491849602813,0.660897845626199,-3.07902122770584,0.00207681883139444,0.012585222061866,"sp|Q68FF9|S5A1_MOUSE",2.65e-91,"3-oxo-5-alpha-steroid 4-dehydrogenase 1 OS=Mus musculus GN=Srd5a1 PE=2 SV=2","tr|A0A2B4SSQ8|A0A2B4SSQ8_STYPI",1.47e-152,"3-oxo-5-alpha-steroid 4-dehydrogenase 1 OS=Stylophora pistillata GN=Srd5a1 PE=4 SV=1","ref|XP_020632719.1|",5.7e-157,"3-oxo-5-alpha-steroid 4-dehydrogenase 1-like [Orbicella faveolata]","GO:0005789; GO:0016021; GO:0031090; GO:0003865; GO:0047751; GO:0006702; GO:0030154; GO:0030540; GO:0030539; GO:0042448","GO:0005737; GO:0016021; GO:0003865; GO:0008202"
"evm.TU.chromosome_13.2960",2.98580635216752,1.85773361075081,0.603855686449835,3.07645295463346,0.00209479356656796,0.0126810596112238,"sp|Q8UUG8|5HT2B_TETFL",6.16e-16,"5-hydroxytryptamine receptor 2B OS=Tetraodon fluviatilis GN=htr2b PE=2 SV=1","tr|A0A2B4SD68|A0A2B4SD68_STYPI",0,"Octopamine receptor beta-1R OS=Stylophora pistillata GN=oa2 PE=4 SV=1","ref|XP_020627695.1|",0,"probable G-protein coupled receptor No18 isoform X1 [Orbicella faveolata]","GO:0030054; GO:0005887; GO:0043005; GO:0045202; GO:0001587; GO:0030594; GO:0007610; GO:0048598; GO:0007507; GO:0050795; GO:0006939; GO:0042310","GO:0016021; GO:0004930"
"evm.TU.chromosome_5.1618",7.6389759057643,-1.34170275429594,0.436201741615677,-3.07587665589392,0.00209884649618221,0.0127012297755911,"sp|Q62867|GGH_RAT",4.79e-44,"Gamma-glutamyl hydrolase OS=Rattus norvegicus GN=Ggh PE=1 SV=1","tr|A7SS46|A7SS46_NEMVE",1.38e-62,"Predicted protein OS=Nematostella vectensis GN=v1g230814 PE=4 SV=1","ref|XP_020622508.1|",2.9e-132,"gamma-glutamyl hydrolase-like [Orbicella faveolata]","GO:0005829; GO:0070062; GO:0005615; GO:0005764; GO:0042470; GO:0005634; GO:0034722; GO:0042493; GO:0045471; GO:0032868; GO:0010043; GO:0046900","GO:0005773; GO:0034722; GO:0046900"
"evm.TU.chromosome_6.2837",0.810286176704607,-3.96702860664165,1.29023786691895,-3.07464903050381,0.00210750399106566,0.0127448645062179,"sp|Q16620|NTRK2_HUMAN",1.05e-18,"BDNF/NT-3 growth factors receptor OS=Homo sapiens GN=NTRK2 PE=1 SV=1","tr|A0A2B4RXQ8|A0A2B4RXQ8_STYPI",0,"Putative serine/threonine-protein kinase OS=Stylophora pistillata GN=AWC38_SpisGene14499 PE=4 SV=1","ref|XP_020604599.1|",0,"probable serine/threonine-protein kinase roco4 isoform X1 [Orbicella faveolata]","GO:0005829; GO:0005769; GO:0031901; GO:0005887; GO:0014069; GO:0045211; GO:0043235; GO:0043195; GO:0005524; GO:0048403; GO:0060175; GO:0043121; GO:0042803; GO:0031547; GO:0071230; GO:0021954; GO:0021987; GO:0007623; GO:0007631; GO:0014047; GO:0007612; GO:0060291; GO:0042490; GO:2000811; GO:0043524; GO:0007528; GO:0030182; GO:0001764; GO:0048709; GO:0048935; GO:0050772; GO:0008284; GO:0010628; GO:0043410; GO:0010976; GO:0033138; GO:0014068; GO:0001934; GO:0051965; GO:0046777; GO:0043087; GO:0051896; GO:0060041; GO:0046548; GO:0099551; GO:0001570","GO:0005524; GO:0004672"
"evm.TU.chromosome_10.831",8.55301538831965,-1.37892408237381,0.448664369529609,-3.07339779135906,0.00211636170657467,0.0127852633137927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"evm.TU.chromosome_14.837",1.15850966938319,3.93916327483947,1.28164194481138,3.07352867997716,0.00211543352950735,0.0127852633137927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"evm.TU.chromosome_4.872",1.54091764104339,-3.02022057460814,0.982692565388514,-3.07341347740234,0.00211625045165033,0.0127852633137927,NA,NA,NA,NA,NA,NA,"ref|XP_020629036.1|",6.05e-70,"uncharacterized protein LOC110066172 [Orbicella faveolata]",NA,NA
"evm.TU.chromosome_13.281",2.27039891510106,-2.5270953458897,0.822668581245877,-3.07182673983074,0.00212753176546783,0.0128439340577386,"sp|Q38SD2|LRRK1_HUMAN",0,"Leucine-rich repeat serine/threonine-protein kinase 1 OS=Homo sapiens GN=LRRK1 PE=1 SV=3","tr|A0A2B4SW81|A0A2B4SW81_STYPI",0,"Leucine-rich repeat serine/threonine-protein kinase 1 OS=Stylophora pistillata GN=Lrrk1 PE=4 SV=1","ref|XP_020612099.1|",0,"leucine-rich repeat serine/threonine-protein kinase 1-like isoform X1 [Orbicella faveolata]","GO:0005737; GO:0005829; GO:0005739; GO:0005524; GO:0005525; GO:0042802; GO:0046872; GO:0004674; GO:0004871; GO:0045453; GO:0035556; GO:0050732; GO:0036035; GO:0090263; GO:1902533; GO:0050731","GO:0005524; GO:0004672"
"evm.TU.chromosome_4.960",2.26461450937841,-2.30292738170678,0.74980648261261,-3.07136232495951,0.00213084405783986,0.0128595234405299,"sp|Q8K2J9|BTBD6_MOUSE",7.56e-67,"BTB/POZ domain-containing protein 6 OS=Mus musculus GN=Btbd6 PE=2 SV=2","tr|A0A2B4RXK3|A0A2B4RXK3_STYPI",2.81e-118,"BTB/POZ domain-containing protein 6 OS=Stylophora pistillata GN=Btbd6 PE=4 SV=1","ref|XP_020614453.1|",1.69e-130,"BTB/POZ domain-containing protein 6-like [Orbicella faveolata]","GO:0005829; GO:0019005; GO:0031625; GO:0022008; GO:0043161; GO:0042787; GO:0030162",""
"evm.TU.chromosome_4.1844",8.19342407414657,0.97536790779405,0.317663040763328,3.07044818764654,0.00213737767152391,0.0128945359799881,"sp|Q5RBL6|GOSR1_PONAB",5.9e-109,"Golgi SNAP receptor complex member 1 OS=Pongo abelii GN=GOSR1 PE=2 SV=1","tr|A0A2B4S4Z7|A0A2B4S4Z7_STYPI",2.04e-175,"Golgi SNAP receptor complex member 1 OS=Stylophora pistillata GN=GOSR1 PE=4 SV=1","ref|XP_020609024.1|",0,"Golgi SNAP receptor complex member 1-like [Orbicella faveolata]","GO:0005801; GO:0005829; GO:0000139; GO:0016021; GO:0005484; GO:0006888; GO:0015031; GO:0042147","GO:0005801; GO:0000139; GO:0016021; GO:0006888; GO:0015031"
"evm.TU.chromosome_7.328",24.5642469221395,0.777240822011665,0.253352354575283,3.06782553221036,0.00215622465996335,0.0129993338842965,"sp|O89026|ROBO1_MOUSE",2.52e-97,"Roundabout homolog 1 OS=Mus musculus GN=Robo1 PE=1 SV=1","tr|A0A2B4STE5|A0A2B4STE5_STYPI",0,"Roundabout-like 2 OS=Stylophora pistillata GN=ROBO2 PE=4 SV=1","ref|XP_020628558.1|",0,"roundabout homolog 1-like isoform X1 [Orbicella faveolata]","GO:0030673; GO:0009986; GO:0005737; GO:0016021; GO:0005886; GO:0042802; GO:0030275; GO:0006919; GO:0007411; GO:0016199; GO:0002042; GO:0021836; GO:0060976; GO:0007507; GO:0007156; GO:0060763; GO:0030336; GO:0008285; GO:0070100; GO:0033600; GO:0050925; GO:0021891; GO:0050772; GO:0043406; GO:0035025; GO:1900748; GO:0035385; GO:0003281","GO:0016021"
"evm.TU.chromosome_4.1012",1.41065718666366,-3.18209114791845,1.03752536610452,-3.06700081933024,0.00216218264529234,0.0130263370312824,"sp|P11023|RAB3A_BOVIN",1.13e-52,"Ras-related protein Rab-3A OS=Bos taurus GN=RAB3A PE=1 SV=3","tr|A0A2B4SP01|A0A2B4SP01_STYPI",2.08e-126,"Ras-related protein Rab-3A OS=Stylophora pistillata GN=Rab3a PE=4 SV=1","ref|XP_020601674.1|",1.56e-140,"ras-related protein Rab-3A-like [Orbicella faveolata]","GO:0001669; GO:0005768; GO:0016020; GO:0005886; GO:0008021; GO:0043195; GO:0005525; GO:0030742; GO:0003924; GO:0031489; GO:0007409; GO:0061670; GO:0030324; GO:0048790; GO:0007005; GO:0007274; GO:1903307; GO:0009791; GO:0015031; GO:0017157; GO:0048172; GO:0031630; GO:0003016; GO:0051602; GO:0050975; GO:0016079; GO:0016188","GO:0005525; GO:0003924"
"evm.TU.chromosome_12.2038",1.98491017463227,3.2657017120052,1.06556565503028,3.06475879415653,0.00217845610828273,0.0131154076567015,"sp|O08746|MATN2_MOUSE",1.33e-16,"Matrilin-2 OS=Mus musculus GN=Matn2 PE=2 SV=2","tr|A0A2B4S8D6|A0A2B4S8D6_STYPI",3.61e-157,"Transmembrane matrix receptor MUP-4 OS=Stylophora pistillata GN=mup-4 PE=4 SV=1","ref|XP_022791975.1|",3.22e-158,"uncharacterized protein LOC111331177 [Stylophora pistillata]","GO:0005604; GO:0031012; GO:0005615; GO:0005578; GO:0005509; GO:0007411; GO:0031104; GO:0008347; GO:0001764; GO:0031175; GO:0048678","GO:0016021; GO:0005758; GO:0016531; GO:0006825"
"evm.TU.chromosome_13.3420",15.8250755547845,0.995143791611534,0.324757398699754,3.06426826793119,0.00218203146833364,0.0131324449423182,"sp|Q5VT06|CE350_HUMAN",3.72e-29,"Centrosome-associated protein 350 OS=Homo sapiens GN=CEP350 PE=1 SV=1","tr|A7RMU3|A7RMU3_NEMVE",1.04e-57,"Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g87242 PE=4 SV=1","ref|XP_020630221.1|",0,"centrosome-associated protein 350-like isoform X1 [Orbicella faveolata]","GO:0042995; GO:0005814; GO:0005813; GO:0016020; GO:0005634; GO:0005819; GO:0008017; GO:0034453","GO:0005813; GO:0008017; GO:0034453"
"evm.TU.chromosome_4.951",3.87308293227898,-2.29723765170128,0.749976441977155,-3.06307974907197,0.00219071669137444,0.0131757136344323,NA,NA,NA,"tr|A0A2B4SUV6|A0A2B4SUV6_STYPI",8.65e-34,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene2241 PE=4 SV=1","ref|XP_022808715.1|",4.22e-80,"uncharacterized protein LOC111345692 [Stylophora pistillata]",NA,""
"evm.TU.chromosome_10.3075",1.45806168405334,-2.99901529537579,0.97911859582719,-3.06297450396407,0.0021914873059388,0.0131758499595283,"sp|Q21281|MUP4_CAEEL",2.73e-18,"Transmembrane matrix receptor MUP-4 OS=Caenorhabditis elegans GN=mup-4 PE=1 SV=4","tr|A0A2B4SZ89|A0A2B4SZ89_STYPI",4.09e-85,"Transmembrane cell adhesion receptor mua-3 OS=Stylophora pistillata GN=mua-3 PE=4 SV=1","ref|XP_020620860.1|",5.79e-97,"collagen alpha-1(XII) chain-like isoform X3 [Orbicella faveolata]","GO:0005737; GO:0031012; GO:0030056; GO:0098733; GO:0016021; GO:0005882; GO:0005886; GO:0005509; GO:0007155; GO:0007275","GO:0016021"
"evm.TU.chromosome_3.1545",2.33716045751772,-2.25620106153831,0.736677166425678,-3.06267272065088,0.00219369836959681,0.0131846436297569,"sp|Q8NDA2|HMCN2_HUMAN",1.79e-15,"Hemicentin-2 OS=Homo sapiens GN=HMCN2 PE=2 SV=3","tr|A0A2B4SX95|A0A2B4SX95_STYPI",0,"Hemicentin-2 OS=Stylophora pistillata GN=HMCN2 PE=4 SV=1","gb|PFX33158.1|",0,"Hemicentin-2 [Stylophora pistillata]","GO:0005604; GO:0005938; GO:0030054; GO:0032154; GO:0031012; GO:0005509; GO:0030335; GO:0050896; GO:0006939","GO:0016021"
"evm.TU.chromosome_5.2220",68.1962723547306,-1.66029299119894,0.542518123698357,-3.06034567081499,0.0022108166656849,0.0132829967198858,"sp|Q96RW7|HMCN1_HUMAN",5.05e-56,"Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2","tr|A0A2B4R965|A0A2B4R965_STYPI",0,"Hemicentin-1 OS=Stylophora pistillata GN=HMCN1 PE=4 SV=1","ref|XP_022809858.1|",0,"uncharacterized protein LOC111346861 [Stylophora pistillata]","GO:0005604; GO:0005938; GO:0030054; GO:0032154; GO:0070062; GO:0005509; GO:0007049; GO:0051301; GO:0050896; GO:0007601",""
"evm.TU.chromosome_3.1808",4.65156248203164,1.42917287639182,0.467069282776971,3.05987340442223,0.00221430567123095,0.0132994233564284,"sp|P22462|KCNC2_RAT",1.95e-105,"Potassium voltage-gated channel subfamily C member 2 OS=Rattus norvegicus GN=Kcnc2 PE=1 SV=1","tr|A0A2B4RQ18|A0A2B4RQ18_STYPI",0,"Potassium voltage-gated channel protein Shaw OS=Stylophora pistillata GN=Shaw PE=4 SV=1","ref|XP_020624796.1|",0,"potassium voltage-gated channel subfamily C member 1-like [Orbicella faveolata]","GO:0016324; GO:0030673; GO:0030424; GO:0016323; GO:0030054; GO:0030425; GO:0005887; GO:0005622; GO:0016020; GO:0043025; GO:0032809; GO:0043204; GO:0005886; GO:0045211; GO:0042734; GO:0045202; GO:0043195; GO:0031982; GO:0008076; GO:0005251; GO:0044325; GO:0005249; GO:0001508; GO:0071242; GO:0071732; GO:0097237; GO:0021759; GO:0034220; GO:0038060; GO:1901381; GO:1903818; GO:0071805; GO:0051291; GO:0051260; GO:0014075; GO:0045471; GO:0009642; GO:0032026; GO:1990089; GO:0014070; GO:0009636","GO:0008076; GO:0005249; GO:0051260; GO:0034765"
"evm.TU.chromosome_10.468",7.93489076652104,1.93096251733232,0.631303326608583,3.05869213093747,0.00222305478110883,0.013333787205997,NA,NA,NA,"tr|A0A2B4S5Q2|A0A2B4S5Q2_STYPI",3.76e-115,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene11561 PE=4 SV=1","ref|XP_020630462.1|",3.67e-167,"uncharacterized protein LOC110067479 isoform X1 [Orbicella faveolata]",NA,""
"evm.TU.chromosome_11.363",19.5364814421666,-0.734473162957193,0.240124392459966,-3.05871950547317,0.00222285167338195,0.013333787205997,"sp|Q7TN88|PK1L2_MOUSE",4.95e-68,"Polycystic kidney disease protein 1-like 2 OS=Mus musculus GN=Pkd1l2 PE=2 SV=1","tr|A0A2B4SCP9|A0A2B4SCP9_STYPI",0,"Polycystic kidney disease protein 1-like 2 OS=Stylophora pistillata GN=Pkd1l2 PE=4 SV=1","ref|XP_020618219.1|",0,"polycystic kidney disease and receptor for egg jelly-related protein-like isoform X2 [Orbicella faveolata]","GO:0016021; GO:0016020; GO:0005262; GO:0005509; GO:0030246; GO:0001965; GO:0050982","GO:0016021; GO:0005509"
"evm.TU.chromosome_7.2246",6.238243650078,1.57383324726833,0.514628047967529,3.05819562980297,0.00222674156689188,0.013351354473236,"sp|P18519|TNR16_CHICK",1.98e-29,"Tumor necrosis factor receptor superfamily member 16 OS=Gallus gallus GN=NGFR PE=3 SV=1","tr|A0A2B4RHH2|A0A2B4RHH2_STYPI",3.82e-162,"Tumor necrosis factor receptor superfamily member 16 OS=Stylophora pistillata GN=NGFR PE=4 SV=1","ref|XP_020602401.1|",0,"tumor necrosis factor receptor superfamily member 16-like [Orbicella faveolata]","GO:0005887; GO:0043005; GO:0005634; GO:0005886; GO:0005516; GO:0015026; GO:0048406; GO:0043121; GO:0005031; GO:0031625; GO:0006919; GO:0097190; GO:0007411; GO:1904646; GO:0032922; GO:0006955; GO:0006954; GO:1903588; GO:0010977; GO:0051402; GO:1902895; GO:1900182; GO:0042981; GO:0042127; GO:0032496; GO:0007266","GO:0016021; GO:0007165"
"evm.TU.chromosome_8.502",0.995258187243307,-3.27547742663404,1.07117403039665,-3.05783872058693,0.00222939526882867,0.0133627176099646,"sp|Q5U208|THAP1_RAT",4.84e-11,"THAP domain-containing protein 1 OS=Rattus norvegicus GN=Thap1 PE=2 SV=1","tr|A0A2B4RMN5|A0A2B4RMN5_STYPI",6.45e-64,"THAP domain-containing protein 5 OS=Stylophora pistillata GN=THAP5 PE=4 SV=1","gb|PFX18871.1|",1e-63,"THAP domain-containing protein 5-like isoform X1 [Stylophora pistillata]","GO:0001650; GO:0005634; GO:0016605; GO:0042802; GO:0042803; GO:0000978; GO:0043565; GO:0008270; GO:0007049; GO:0001935; GO:0000122; GO:0007346; GO:0006355; GO:0006351","GO:0003677"
"evm.TU.chromosome_9.824",5.88106279582672,1.26440660063114,0.413554393536268,3.05741305229358,0.00223256399943648,0.0133771589843786,"sp|P31646|S6A13_RAT",0,"Sodium- and chloride-dependent GABA transporter 2 OS=Rattus norvegicus GN=Slc6a13 PE=1 SV=1","tr|A0A2B4S0L0|A0A2B4S0L0_STYPI",0,"Sodium-and chloride-dependent GABA transporter 2 OS=Stylophora pistillata GN=Slc6a13 PE=4 SV=1","ref|XP_020625267.1|",0,"sodium- and chloride-dependent taurine transporter-like [Orbicella faveolata]","GO:0070062; GO:0005887; GO:0005332; GO:0042165; GO:0006836","GO:0016021; GO:0005328"
"evm.TU.chromosome_13.422",2.66595393515735,-2.12606104122156,0.695435036268256,-3.05716699669048,0.002234397551421,0.0133801204982603,"sp|P20585|MSH3_HUMAN",2.05e-122,"DNA mismatch repair protein Msh3 OS=Homo sapiens GN=MSH3 PE=1 SV=4","tr|A0A2B4RMQ0|A0A2B4RMQ0_STYPI",0,"DNA mismatch repair protein Msh3 OS=Stylophora pistillata GN=MSH3 PE=4 SV=1","ref|XP_020627794.1|",0,"DNA mismatch repair protein Msh3-like isoform X1 [Orbicella faveolata]","GO:0016020; GO:0032302; GO:0005654; GO:0005524; GO:0003684; GO:0008094; GO:0000406; GO:0019899; GO:0000404; GO:0000403; GO:0006281; GO:0043570; GO:0006298; GO:0045910; GO:0051096; GO:0016447","GO:0005524; GO:0030983; GO:0006298"
"evm.TU.chromosome_6.2955",8.82258352729952,0.949526444112395,0.310596701067832,3.0571040865789,0.00223486656511907,0.0133801204982603,"sp|Q32Q86|CRY1_RAT",2.02e-157,"Cryptochrome-1 OS=Rattus norvegicus GN=Cry1 PE=1 SV=1","tr|A0A2B4S449|A0A2B4S449_STYPI",0,"Cryptochrome-1 OS=Stylophora pistillata GN=CRY1 PE=4 SV=1","ref|XP_022794036.1|",0,"uncharacterized protein LOC111332843 [Stylophora pistillata]","GO:0005739; GO:0005634; GO:0001047; GO:0001046; GO:0003690; GO:0042826; GO:0019900; GO:0035257; GO:0000166; GO:0019902; GO:0009881; GO:0019901; GO:0000989; GO:0008134; GO:0032922; GO:0007623; GO:0006975; GO:0043153; GO:0006094; GO:0042593; GO:0019915; GO:0042754; GO:0045744; GO:2000323; GO:2000850; GO:0031397; GO:0000122; GO:0045892; GO:0018298; GO:0042752; GO:2000001; GO:0033762; GO:0032868; GO:0006351",""
"evm.TU.chromosome_13.4084",78.1809948045303,0.527309672858472,0.172566977312954,3.05568122632284,0.00224549853730487,0.0134318173966596,"sp|Q86BA1|MICAL_DROME",4.58e-165,"[F-actin]-monooxygenase Mical OS=Drosophila melanogaster GN=Mical PE=1 SV=1","tr|A0A2B4SFK0|A0A2B4SFK0_STYPI",0,"Protein-methionine sulfoxide oxidase MICAL2 OS=Stylophora pistillata GN=Mical2 PE=4 SV=1","gb|PFX28146.1|",0,"Protein-methionine sulfoxide oxidase MICAL2 [Stylophora pistillata]","GO:0005829; GO:0043195; GO:0003779; GO:0071949; GO:0046872; GO:0016709; GO:0030042; GO:0007015; GO:0030047; GO:0007411; GO:0048813; GO:0016322; GO:0055114; GO:1904799; GO:0045214; GO:0030240; GO:0060386","GO:0071949"
"evm.TU.chromosome_6.2939",24.9562973058203,0.635241706976308,0.207969126299414,3.05450005142468,0.00225435975882709,0.0134710995629234,"sp|Q14517|FAT1_HUMAN",0,"Protocadherin Fat 1 OS=Homo sapiens GN=FAT1 PE=1 SV=2","tr|A0A2B4S4Q3|A0A2B4S4Q3_STYPI",0,"Protocadherin Fat 1 OS=Stylophora pistillata GN=FAT1 PE=4 SV=1","ref|XP_022794048.1|",0,"LOW QUALITY PROTEIN: protocadherin Fat 1-like [Stylophora pistillata]","GO:0005911; GO:0070062; GO:0030175; GO:0005925; GO:0005887; GO:0030027; GO:0005634; GO:0048471; GO:0005886; GO:0005509; GO:0007015; GO:0009653; GO:0007155; GO:0016477; GO:0098609; GO:0007267; GO:0007163; GO:0007156","GO:0016021; GO:0005886; GO:0005509; GO:0007156"
"evm.TU.chromosome_14.828",11.5533137567981,1.14828824452529,0.376213436043309,3.05222550422974,0.0022715138138712,0.013564402489883,NA,NA,NA,"tr|A0A2B4S820|A0A2B4S820_STYPI",2.3e-163,"PCTP-like protein OS=Stylophora pistillata GN=STARD10 PE=4 SV=1","ref|XP_020614227.1|",0,"uncharacterized protein LOC110052435 [Orbicella faveolata]",NA,"GO:0008289"
"evm.TU.chromosome_5.1812",1.82348524612964,-2.03873306955407,0.667975251046112,-3.05210869169363,0.00227239800418668,0.0135650841212309,"sp|Q8MPM1|GELS2_LUMTE",2.12e-26,"Gelsolin-like protein 2 OS=Lumbricus terrestris GN=gelsolin PE=1 SV=1","tr|A0A2B4RUB1|A0A2B4RUB1_STYPI",3.1e-57,"E3 ubiquitin-protein ligase TRIM33 OS=Stylophora pistillata GN=trim33 PE=4 SV=1","ref|XP_020612913.1|",1.69e-165,"gelsolin-like protein 1 [Orbicella faveolata]","GO:0005737; GO:0005856; GO:0051015; GO:0051693","GO:0005622; GO:0016874; GO:0008270"
"evm.TU.chromosome_8.1137",1.79235681437086,-3.43212114796755,1.12509615711183,-3.05051361723424,0.00228450320700064,0.0136281098863946,"sp|Q61830|MRC1_MOUSE",4.24e-11,"Macrophage mannose receptor 1 OS=Mus musculus GN=Mrc1 PE=1 SV=2","tr|A0A2B4RKW9|A0A2B4RKW9_STYPI",2.09e-43,"Ectonucleoside triphosphate diphosphohydrolase 1 OS=Stylophora pistillata GN=ENTPD1 PE=4 SV=1","ref|XP_022782421.1|",7.27e-63,"lithostathine-1-alpha-like [Stylophora pistillata]","GO:0009986; GO:0010008; GO:0005887; GO:0005886; GO:0005537; GO:0004872; GO:0004888; GO:0071346; GO:0071353; GO:0071222; GO:0006898","GO:0016021; GO:0016787"
"evm.TU.chromosome_14.1061",1.56819330848575,2.39675101004139,0.786392444900994,3.04777980203401,0.00230538790681458,0.0137387392985269,"sp|Q68F72|S15A4_XENLA",1.5e-90,"Solute carrier family 15 member 4 OS=Xenopus laevis GN=slc15a4 PE=2 SV=1","tr|A0A2B4S5W1|A0A2B4S5W1_STYPI",0,"Solute carrier family 15 member 4 OS=Stylophora pistillata GN=slc15a4 PE=4 SV=1","ref|XP_020621697.1|",0,"solute carrier family 15 member 4-like [Orbicella faveolata]","GO:0016021; GO:0015293; GO:0006857; GO:0015031","GO:0016021; GO:0022857"
"evm.TU.chromosome_14.396",17.8752680269119,1.05222491894862,0.345488026063557,3.04561906511645,0.00232201820373089,0.0138284897487909,"sp|Q5VRN0|KCY1_ORYSJ",2.55e-06,"UMP-CMP kinase 1 OS=Oryza sativa subsp. japonica GN=Os06g0109600 PE=2 SV=1","tr|A7S625|A7S625_NEMVE",1.84e-162,"Predicted protein OS=Nematostella vectensis GN=v1g207364 PE=4 SV=1","ref|XP_020605011.1|",0,"uncharacterized protein LOC110043852 isoform X1 [Orbicella faveolata]","GO:0005737; GO:0005634; GO:0005524; GO:0004127; GO:0009041; GO:0006207; GO:0006221","GO:0004553"
"evm.TU.chromosome_12.3252",2.49427502891343,-2.49638316531972,0.819889570966542,-3.04477975293283,0.00232850761554613,0.0138624502046167,NA,NA,NA,"tr|A0A2B4SPA2|A0A2B4SPA2_STYPI",1.9e-129,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene4954 PE=4 SV=1","ref|XP_020606277.1|",8.39e-136,"uncharacterized protein LOC110045029 [Orbicella faveolata]",NA,""
"evm.TU.chromosome_1.1777",4.15765471633803,-1.56505919081561,0.514052938613614,-3.0445486704862,0.00233029721735756,0.0138684174935712,"sp|Q96LR5|UB2E2_HUMAN",1.37e-102,"Ubiquitin-conjugating enzyme E2 E2 OS=Homo sapiens GN=UBE2E2 PE=1 SV=1","tr|A0A2B4S065|A0A2B4S065_STYPI",8.94e-126,"Ubiquitin-conjugating enzyme E2-24 kDa OS=Stylophora pistillata GN=UbcD2 PE=4 SV=1","ref|XP_020632280.1|",9.3e-131,"ubiquitin-conjugating enzyme E2 E2-like [Orbicella faveolata]","GO:0005524; GO:0042296; GO:0061631; GO:0004842; GO:0006974; GO:0032020; GO:1900087; GO:0070979; GO:0070936; GO:0070534","GO:0005524"
"evm.TU.chromosome_10.2112",1.09284754892393,-3.53197832581399,1.16026896458934,-3.04410307748262,0.00233375163776917,0.0138795978564962,NA,NA,NA,"tr|A0A2B4SL39|A0A2B4SL39_STYPI",3.22e-15,"Translation initiation factor IF-2 OS=Stylophora pistillata GN=infB PE=4 SV=1","ref|XP_020625474.1|",1.73e-33,"uncharacterized protein LOC110062869 [Orbicella faveolata]",NA,"GO:0016021; GO:0003743"
"evm.TU.chromosome_11.1048_evm.TU.chromosome_11.1047",24.2107665001453,-0.897098005003294,0.294734188858643,-3.04375277424483,0.00233647062441372,0.0138910788119042,"sp|Q8T882|TADH_ARAIR",2.08e-146,"Tauropine dehydrogenase OS=Arabella iricolor GN=tadh PE=1 SV=1","tr|A0A2B4SMI4|A0A2B4SMI4_STYPI",0,"Tauropine dehydrogenase OS=Stylophora pistillata GN=tadh PE=4 SV=1","ref|XP_020620841.1|",0,"tauropine dehydrogenase-like [Orbicella faveolata]","GO:0050662; GO:0050325","GO:0050662; GO:0003676; GO:0016491; GO:0015074"
