"Protein_ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Swiss.Prot_Hit","SP_E.value","Swiss.Prot_Description","Trembl_Hit","TB_E.value","Trembl_Description","NCBI_hit","nr_E.value","NCBI_Description","GO_Swiss.Prot","GO_Trembl"
"evm.TU.chromosome_3.1005",36.3165371686554,1.09740914665635,0.265776972619306,4.12906030135374,3.64248871803242e-05,0.000460558779441149,"sp|Q32NH8|PLCD4_XENLA",0,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-4 OS=Xenopus laevis GN=plcd4 PE=2 SV=1","tr|A0A2B4RY04|A0A2B4RY04_STYPI",0,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-2 OS=Stylophora pistillata GN=PLCH2 PE=4 SV=1","ref|XP_022795564.1|",0,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-4-like [Stylophora pistillata]","GO:0005783; GO:0016020; GO:0005634; GO:0005509; GO:0004435; GO:0004871; GO:0007340; GO:0035556; GO:0016042; GO:0046488","GO:0005622; GO:0005509; GO:0004435; GO:0004871; GO:0035556; GO:0016042"
"evm.TU.chromosome_8.1209",8.19859098719735,-1.8085870169147,0.438028074346723,-4.12892945186684,3.64456198831416e-05,0.000460558779441149,"sp|P55112|NAS4_CAEEL",7.41e-46,"Zinc metalloproteinase nas-4 OS=Caenorhabditis elegans GN=nas-4 PE=2 SV=4","tr|A0A2B4RII3|A0A2B4RII3_STYPI",0,"Zinc metalloproteinase nas-13 OS=Stylophora pistillata GN=nas-13 PE=4 SV=1","ref|XP_022805378.1|",0,"uncharacterized protein LOC111342539 [Stylophora pistillata]","GO:0005576; GO:0004222; GO:0008270","GO:0005576; GO:0016020; GO:0005509; GO:0004222; GO:0008270"
"evm.TU.chromosome_8.622",2.22126031637415,4.54784968218638,1.10207038858068,4.12664175474616,3.68099139424627e-05,0.000464788092781137,NA,NA,NA,"tr|A0A2B4RG83|A0A2B4RG83_STYPI",1.14e-20,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene19940 PE=4 SV=1","ref|XP_020621039.1|",1.89e-88,"uncharacterized protein LOC110058723 isoform X1 [Orbicella faveolata]",NA,"GO:0016021"
"evm.TU.chromosome_5.2751",15.0962741121743,1.35123237229985,0.327609168723835,4.12452550569151,3.71499825069701e-05,0.000468704964185608,"sp|Q5ZIE8|MCAF1_CHICK",6.31e-23,"Activating transcription factor 7-interacting protein 1 OS=Gallus gallus GN=ATF7IP PE=2 SV=1","tr|A0A2B4SPJ9|A0A2B4SPJ9_STYPI",9.88e-172,"Neurofilament heavy polypeptide OS=Stylophora pistillata GN=Nefh PE=4 SV=1","ref|XP_022781704.1|",0,"mucin-17-like [Stylophora pistillata]","GO:0005634; GO:0006355; GO:0006351",""
"evm.TU.chromosome_10.2561",17.2666409867042,-1.81363154725574,0.439845135193088,-4.1233411538349,3.73416003054527e-05,0.000470744109874763,"sp|Q08290|CNN1_RAT",2.04e-19,"Calponin-1 OS=Rattus norvegicus GN=Cnn1 PE=1 SV=1","tr|A0A2B4T0I9|A0A2B4T0I9_STYPI",6.11e-67,"Calponin-1 OS=Stylophora pistillata GN=CNN1 PE=4 SV=1","ref|XP_020627406.1|",1.04e-79,"calponin-3-like isoform X2 [Orbicella faveolata]","GO:0005856; GO:0005925; GO:0003779; GO:0005516; GO:0031032; GO:1904706",""
"evm.TU.chromosome_12.2825",10.5174516773346,-1.32264280149799,0.320840871778883,-4.12242615526094,3.74902811724499e-05,0.000471860435446352,"sp|P28347|TEAD1_HUMAN",8.32e-143,"Transcriptional enhancer factor TEF-1 OS=Homo sapiens GN=TEAD1 PE=1 SV=2","tr|A0A2B4SHR3|A0A2B4SHR3_STYPI",0,"Transcriptional enhancer factor TEF-1 OS=Stylophora pistillata GN=TEAD1 PE=4 SV=1","ref|XP_020619315.1|",0,"transcriptional enhancer factor TEF-1-like isoform X1 [Orbicella faveolata]","GO:0005654; GO:0071148; GO:0003677; GO:0003700; GO:0046982; GO:0000987; GO:0001085; GO:0043565; GO:0001223; GO:0000982; GO:0001134; GO:0048568; GO:0035329; GO:1902895; GO:0045944; GO:0045893; GO:0006461; GO:0006367","GO:0005634; GO:0003677; GO:0003700; GO:0035329; GO:0006351"
"evm.TU.chromosome_14.7129",3.21690070635678,-3.98635702656181,0.966963800122945,-4.12255042645336,3.7470055043202e-05,0.000471860435446352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"evm.TU.chromosome_13.2360",23.4864221296352,-1.22178013119511,0.296526153873829,-4.12031153149134,3.78360458849717e-05,0.000475830721285762,"sp|Q92878|RAD50_HUMAN",0,"DNA repair protein RAD50 OS=Homo sapiens GN=RAD50 PE=1 SV=1","tr|A0A2B4SD14|A0A2B4SD14_STYPI",0,"DNA repair protein RAD50 OS=Stylophora pistillata GN=Rad50 PE=4 SV=1","gb|PFX27266.1|",0,"DNA repair protein RAD50-like isoform X1 [Stylophora pistillata]","GO:0000794; GO:0016020; GO:0030870; GO:0000790; GO:0000784; GO:0005654; GO:0035861; GO:0004017; GO:0005524; GO:0016887; GO:0003677; GO:0003691; GO:0051880; GO:0046872; GO:0030674; GO:0043047; GO:0006974; GO:0070192; GO:0000729; GO:0032508; GO:0006310; GO:0006281; GO:0006260; GO:0000731; GO:0006302; GO:0000724; GO:0006303; GO:1904354; GO:0090305; GO:0033674; GO:0031954; GO:0032206; GO:0007131; GO:0000019; GO:1901796; GO:0000732; GO:0000723; GO:0000722; GO:0007004; GO:0031860; GO:0016032","GO:0030870; GO:0016887; GO:0046872; GO:0006281; GO:0000723"
"evm.TU.chromosome_5.1986",15.7033414851973,-1.61368559681484,0.391713994682061,-4.1195505361625,3.79612162425026e-05,0.00047664246915614,"sp|Q09FC8|ZN415_HUMAN",6.84e-65,"Zinc finger protein 415 OS=Homo sapiens GN=ZNF415 PE=1 SV=2","tr|A0A1S3QF06|A0A1S3QF06_SALSA",1.44e-68,"zinc finger protein 501-like OS=Salmo salar GN=LOC106591734 PE=4 SV=1","ref|XP_020603814.1|",2.4e-130,"zinc finger protein 271-like [Orbicella faveolata]","GO:0005737; GO:0001650; GO:0015630; GO:0003677; GO:0003700; GO:0046872; GO:0006355; GO:0006351","GO:0003676"
"evm.TU.chromosome_8.2451",22.5592909120534,1.17001030081496,0.284014114644712,4.11954984095978,3.79613307706387e-05,0.00047664246915614,"sp|Q6IE24|UBP54_RAT",2.3e-124,"Inactive ubiquitin carboxyl-terminal hydrolase 54 OS=Rattus norvegicus GN=Usp54 PE=1 SV=2","tr|A0A2B4REN2|A0A2B4REN2_STYPI",0,"Inactive ubiquitin carboxyl-terminal hydrolase 54 OS=Stylophora pistillata GN=Usp54 PE=4 SV=1","gb|PFX14940.1|",0,"Inactive ubiquitin carboxyl-terminal hydrolase 54 [Stylophora pistillata]","GO:0036459; GO:0016579","GO:0036459; GO:0016579"
"evm.TU.chromosome_10.122",5.37661431645227,-2.48372660749463,0.603453233109702,-4.11585599549371,3.85745102380221e-05,0.000483954387038974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"evm.TU.chromosome_8.259",9.37466529085708,-1.72681634929718,0.419644124252673,-4.11495419451517,3.87256309250517e-05,0.00048546228224336,"sp|P41413|PCSK5_RAT",2.9e-124,"Proprotein convertase subtilisin/kexin type 5 OS=Rattus norvegicus GN=Pcsk5 PE=2 SV=3","tr|A0A2B4SH58|A0A2B4SH58_STYPI",0,"Furin-1 OS=Stylophora pistillata GN=furin PE=4 SV=1","ref|XP_022786291.1|",0,"furin-1-like [Stylophora pistillata]","GO:0005615; GO:0005794; GO:0005797; GO:0016021; GO:0043204; GO:0005886; GO:1990635; GO:0030141; GO:0005802; GO:0004175; GO:0008233; GO:0042277; GO:0004252; GO:0009952; GO:0003279; GO:0036120; GO:0060976; GO:0042089; GO:0007368; GO:0007566; GO:0048566; GO:0048706; GO:0007507; GO:0001822; GO:0035108; GO:0043043; GO:0016486; GO:0033625; GO:2001046; GO:1905609; GO:1904754; GO:0016485; GO:0002001; GO:0030323; GO:0034698; GO:0034699; GO:0006465; GO:1990874; GO:0019058","GO:0004252"
"evm.TU.chromosome_12.872",7.61704658717125,-4.03663896643316,0.981020954570018,-4.11473266460697,3.87628400244978e-05,0.000485540921136866,NA,NA,NA,NA,NA,NA,"ref|XP_020624529.1|",1.61e-20,"uncharacterized protein LOC110061997 isoform X1 [Orbicella faveolata]",NA,NA
"evm.TU.chromosome_12.469",4.46754325319917,-2.87631671687496,0.699131419448201,-4.11412881307085,3.88644378754209e-05,0.000486425320936787,"sp|Q9Z0R0|HASP_MOUSE",1.62e-99,"Serine/threonine-protein kinase haspin OS=Mus musculus GN=Haspin PE=1 SV=3","tr|A0A2B4RP98|A0A2B4RP98_STYPI",0,"Serine/threonine-protein kinase haspin OS=Stylophora pistillata GN=GSG2 PE=4 SV=1","ref|XP_020614312.1|",0,"uncharacterized protein LOC110052525 [Orbicella faveolata]","GO:0005813; GO:0005694; GO:0005737; GO:0005634; GO:0005819; GO:0005524; GO:0003677; GO:0072354; GO:0004672; GO:0004674; GO:2000751; GO:0035556; GO:0007064; GO:2000134; GO:0071459; GO:0006468","GO:0005524; GO:0004672"
"evm.TU.chromosome_10.2434",8.80652546276786,2.59197989280826,0.630202392953367,4.11293248294609,3.90664669458752e-05,0.000488564301765348,"sp|O75762|TRPA1_HUMAN",1.8e-85,"Transient receptor potential cation channel subfamily A member 1 OS=Homo sapiens GN=TRPA1 PE=1 SV=3","tr|A0A2B4SJR4|A0A2B4SJR4_STYPI",0,"SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 OS=Stylophora pistillata GN=smarcad1 PE=4 SV=1","ref|XP_015772699.1|",0,"PREDICTED: transient receptor potential cation channel subfamily A member 1-like [Acropora digitifera]","GO:0005887; GO:0005886; GO:0032421; GO:0005262; GO:0015278; GO:0015267; GO:0042802; GO:0097604; GO:0070588; GO:0007166; GO:0050968; GO:0050966; GO:0006811; GO:0051289; GO:0009409; GO:0042542; GO:0014070; GO:0010033; GO:0048265; GO:0019233; GO:0050955","GO:0016021; GO:0005524; GO:0005216"
"evm.TU.chromosome_14.6165",10.9270030999727,-1.99438014118876,0.485059355240366,-4.11162081432378,3.92891191235918e-05,0.000490957583315902,"sp|Q55E58|PATS1_DICDI",4.32e-17,"Probable serine/threonine-protein kinase pats1 OS=Dictyostelium discoideum GN=pats1 PE=3 SV=1","tr|A0A2B4RPJ1|A0A2B4RPJ1_STYPI",0,"Putative serine/threonine-protein kinase pats1 OS=Stylophora pistillata GN=pats1 PE=4 SV=1","ref|XP_022800252.1|",0,"uncharacterized protein LOC111338099 [Stylophora pistillata]","GO:0042641; GO:0005737; GO:0005524; GO:0005525; GO:0004721; GO:0004674; GO:0004871; GO:0099139; GO:0035556; GO:0000281; GO:0006470","GO:0016301; GO:0003723"
"evm.TU.chromosome_7.927",15.3794674452784,-2.46471240731684,0.599522652179812,-4.11112473958301,3.93736399217625e-05,0.00049162233776616,"sp|G8HTB6|ZPP_ACRMI",2.02e-48,"ZP domain-containing protein OS=Acropora millepora PE=1 SV=1","tr|A0A2B4SE83|A0A2B4SE83_STYPI",2.48e-111,"CUB and zona pellucida-like domain-containing protein 1 OS=Stylophora pistillata GN=Cuzd1 PE=4 SV=1","ref|XP_020630392.1|",0,"ZP domain-containing protein-like [Orbicella faveolata]","GO:0016021","GO:0016021; GO:0007154"
"evm.TU.chromosome_9.113",326.622220247596,-1.1986625202324,0.291676819770022,-4.10955701305819,3.96418837221225e-05,0.000494578191588801,"sp|B8V7R6|COA_ACRMI",0,"Collagen alpha chain (Fragment) OS=Acropora millepora PE=1 SV=1","tr|A0A2B4SP24|A0A2B4SP24_STYPI",0,"Collagen alpha-2(I) chain OS=Stylophora pistillata GN=Col1a2 PE=4 SV=1","ref|XP_022779335.1|",0,"collagen alpha chain-like [Stylophora pistillata]","GO:0005581; GO:0005576; GO:0005201","GO:0005581; GO:0005201"
"evm.TU.chromosome_14.7018",34.1364898586743,2.64459077361612,0.643886020997448,4.10723433554182,4.00424927217889e-05,0.000499179446599266,"sp|B8WI85|USOM7_ACRMI",1.55e-176,"Uncharacterized skeletal organic matrix protein 7 OS=Acropora millepora PE=1 SV=1","tr|A0A2B4SXL5|A0A2B4SXL5_STYPI",0,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene1831 PE=4 SV=1","ref|XP_020632172.1|",0,"LOW QUALITY PROTEIN: uncharacterized skeletal organic matrix protein 7-like [Orbicella faveolata]","GO:0005576",""
"evm.TU.chromosome_12.4142",8.53263643049275,-1.49980308988481,0.365222792291815,-4.1065429692199,4.01624777364464e-05,0.000500277847677402,"sp|P15684|AMPN_RAT",2.27e-116,"Aminopeptidase N OS=Rattus norvegicus GN=Anpep PE=1 SV=2","tr|A7RL33|A7RL33_NEMVE",0,"Aminopeptidase OS=Nematostella vectensis GN=v1g179195 PE=3 SV=1","ref|XP_022795785.1|",0,"glutamyl aminopeptidase-like [Stylophora pistillata]","GO:0005737; GO:0005793; GO:0009897; GO:0070062; GO:0005615; GO:0016021; GO:0005765; GO:0005886; GO:0031983; GO:0012506; GO:0004177; GO:0070006; GO:0042277; GO:0008270; GO:0001525; GO:0030154; GO:0007267; GO:0006725; GO:0035814; GO:0043171; GO:0006508; GO:0008217; GO:0007165","GO:0005737; GO:0016021; GO:0070006; GO:0042277; GO:0008270; GO:0043171; GO:0006508"
"evm.TU.chromosome_12.2248",16.0571672365183,2.16138687432188,0.526627862080016,4.104201524365,4.05713694584866e-05,0.000504170739232737,"sp|Q6INU7|FRRS1_XENLA",2.51e-53,"Putative ferric-chelate reductase 1 OS=Xenopus laevis GN=frrs1 PE=2 SV=1","tr|A0A2B4SI88|A0A2B4SI88_STYPI",5.22e-126,"Ferric-chelate reductase 1 OS=Stylophora pistillata GN=FRRS1 PE=4 SV=1","ref|XP_020629096.1|",1.25e-166,"putative ferric-chelate reductase 1 [Orbicella faveolata]","GO:0016021; GO:0016491","GO:0016021; GO:0004930; GO:0055114"
"evm.TU.chromosome_12.2838",10.8494304761295,1.91752271093085,0.467175398020843,4.1045027607496,4.05185433251065e-05,0.000504170739232737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"evm.TU.chromosome_3.1852",4.03729216549011,2.52284869277284,0.614694772710229,4.10422994431763,4.05663828202351e-05,0.000504170739232737,NA,NA,NA,"tr|A0A2B4RM07|A0A2B4RM07_STYPI",0,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene17443 PE=4 SV=1","ref|XP_020624626.1|",0,"uncharacterized protein LOC110062108 [Orbicella faveolata]",NA,"GO:0043531; GO:0007165"
"evm.TU.chromosome_14.1140",3.41904212857303,-3.548051524695,0.864728962624451,-4.1030793208622,4.07687397946786e-05,0.000505822427729234,"sp|Q99715|COCA1_HUMAN",2.04e-20,"Collagen alpha-1(XII) chain OS=Homo sapiens GN=COL12A1 PE=1 SV=2","tr|A0A2B4RLK0|A0A2B4RLK0_STYPI",0,"Vitrin OS=Stylophora pistillata GN=VIT PE=4 SV=1","ref|XP_020620299.1|",0,"uncharacterized protein LOC110058046 [Orbicella faveolata]","GO:0005595; GO:0005788; GO:0070062; GO:0031012; GO:0005576; GO:0005615; GO:1903561; GO:0030020; GO:0007155; GO:0030574; GO:0030199; GO:0035987; GO:0001501",""
"evm.TU.chromosome_5.2115",10.7388459140247,-1.84601230242685,0.45017454646443,-4.10065899310615,4.11975269888094e-05,0.000510738693593494,"sp|Q28709|CD63_RABIT",2.78e-19,"CD63 antigen OS=Oryctolagus cuniculus GN=CD63 PE=2 SV=2","tr|A0A2B4REA6|A0A2B4REA6_STYPI",6.62e-60,"CD63 antigen OS=Stylophora pistillata GN=Cd63 PE=4 SV=1","ref|XP_020605765.1|",5.51e-103,"CD63 antigen-like isoform X1 [Orbicella faveolata]","GO:0009986; GO:0070062; GO:0016021; GO:0031226; GO:0031902; GO:0005765; GO:0042470; GO:0032585; GO:0097487; GO:0016477; GO:0007160; GO:0035646; GO:0048757; GO:2001046; GO:0002092; GO:0015031; GO:1900746","GO:0016021"
"evm.TU.chromosome_4.1591",3.8200606107788,-3.72007054660323,0.9075778006872,-4.09889988911856,4.15118528090874e-05,0.000514229305318569,"sp|P20735|GGT1_PIG",1.11e-147,"Glutathione hydrolase 1 proenzyme OS=Sus scrofa GN=GGT1 PE=2 SV=1","tr|A0A2B4S3C6|A0A2B4S3C6_STYPI",0,"Gamma-glutamyltranspeptidase 1 OS=Stylophora pistillata GN=GGT1 PE=4 SV=1","gb|PFX23906.1|",0,"glutathione hydrolase 1 proenzyme-like [Stylophora pistillata]","GO:0016021; GO:0005886; GO:0036374; GO:0102953; GO:0103068; GO:0006536; GO:0006750; GO:0006751; GO:0031638","GO:0016021; GO:0036374; GO:0006751"
"evm.TU.chromosome_2.1055_evm.TU.chromosome_2.1056",2.2074567615709,-2.95254833761831,0.720390207600873,-4.09854035558206,4.15763755768498e-05,0.000514622409052569,NA,NA,NA,"tr|A0A2B4RQT2|A0A2B4RQT2_STYPI",0,"Aerolysin OS=Stylophora pistillata GN=ash3 PE=4 SV=1","gb|PFX18678.1|",0,"uncharacterized protein LOC111339199 [Stylophora pistillata]",NA,"GO:0005576; GO:0009405"
"evm.TU.chromosome_11.3108",20.0468914081061,-1.07481529460595,0.262357507592916,-4.09675829164254,4.18975963052744e-05,0.000518189735233476,"sp|Q5RBN9|TAD2B_PONAB",2.85e-131,"Transcriptional adapter 2-beta OS=Pongo abelii GN=TADA2B PE=2 SV=1","tr|A0A2B4S617|A0A2B4S617_STYPI",0,"Transcriptional adapter 2-beta OS=Stylophora pistillata GN=TADA2B PE=4 SV=1","gb|PFX24250.1|",0,"transcriptional adapter 2-beta-like [Stylophora pistillata]","GO:0005634; GO:0003677; GO:0003713; GO:0008270; GO:0035065; GO:0006357; GO:0006351","GO:0005634; GO:0003677; GO:0003713; GO:0008270; GO:0035065; GO:0006357; GO:0006351"
"evm.TU.chromosome_4.1497",30.3773710291875,-1.04830352169477,0.255900214513384,-4.09653240693136,4.1938480237982e-05,0.000518286966405612,"sp|Q26619|KAPR_STRPU",2.23e-124,"cAMP-dependent protein kinase type II regulatory subunit OS=Strongylocentrotus purpuratus PE=2 SV=1","tr|A0A2B4S6N7|A0A2B4S6N7_STYPI",0,"cAMP-dependent protein kinase type II regulatory subunit OS=Stylophora pistillata GN=AWC38_SpisGene9790 PE=4 SV=1","gb|PFX25571.1|",0,"cAMP-dependent protein kinase type II regulatory subunit [Stylophora pistillata]","GO:0005952; GO:0030552; GO:0008603","GO:0030054; GO:0016021; GO:0045211; GO:0005234; GO:0004970; GO:0016301"
"evm.TU.chromosome_8.1710",11.8240452831936,-2.33945181163306,0.571354789745139,-4.09456935274246,4.22953799249473e-05,0.000522286379167622,"sp|Q98925|IRF2_CHICK",8.98e-33,"Interferon regulatory factor 2 OS=Gallus gallus GN=IRF2 PE=2 SV=1","tr|A0A2B4RHK9|A0A2B4RHK9_STYPI",2.49e-82,"Interferon regulatory factor 2 OS=Stylophora pistillata GN=IRF2 PE=4 SV=1","ref|XP_020625466.1|",6e-102,"interferon regulatory factor 2-like isoform X2 [Orbicella faveolata]","GO:0005829; GO:0005925; GO:0005654; GO:0000977; GO:0001228; GO:0008283; GO:0051607","GO:0044212"
"evm.TU.chromosome_9.2251",75.582738416954,1.29278501589814,0.315931368270309,4.09198055570108,4.27704522161131e-05,0.000527737615984194,"sp|Q62425|NDUA4_MOUSE",8.78e-26,"Cytochrome c oxidase subunit NDUFA4 OS=Mus musculus GN=Ndufa4 PE=1 SV=2","tr|D7NNB1|D7NNB1_ACRMI",1.7e-25,"Uncharacterized protein OS=Acropora millepora PE=2 SV=1","ref|XP_022799431.1|",3.77e-45,"cytochrome c oxidase subunit NDUFA4-like [Stylophora pistillata]","GO:0005743; GO:0005751; GO:0005739; GO:0004129; GO:0032403","GO:0016021"
"evm.TU.chromosome_12.3076",15.6148619649099,1.38036280512433,0.337428441692494,4.09083122394964,4.29829857286009e-05,0.000529927738482399,"sp|Q9LFP1|VA713_ARATH",4.86e-51,"Vesicle-associated membrane protein 713 OS=Arabidopsis thaliana GN=VAMP713 PE=2 SV=1","tr|A0A2B4SSW8|A0A2B4SSW8_STYPI",5.94e-132,"Vesicle-associated membrane protein 713 OS=Stylophora pistillata GN=VAMP713 PE=4 SV=1","ref|XP_020608812.1|",5.54e-149,"vesicle-associated membrane protein 711-like [Orbicella faveolata]","GO:0005794; GO:0016021; GO:0031902; GO:0031201; GO:0005774; GO:0005773; GO:0005484; GO:0000149; GO:0006887; GO:0015031; GO:0009651; GO:0006906","GO:0016021; GO:0016192"
"evm.TU.chromosome_5.758",2.06454424404347,-4.2809483692222,1.0465187943769,-4.09065598460761,4.3015478740145e-05,0.000529927738482399,"sp|O64411|PAO_MAIZE",2.31e-87,"Polyamine oxidase OS=Zea mays GN=PAO PE=1 SV=1","tr|A0A2B4RHW0|A0A2B4RHW0_STYPI",0,"Polyamine oxidase OS=Stylophora pistillata GN=PAO PE=4 SV=1","ref|XP_020622654.1|",0,"polyamine oxidase-like [Orbicella faveolata]","GO:0052898; GO:0052893; GO:0052897; GO:0052896; GO:0052900","GO:0016491"
"evm.TU.chromosome_14.1296",4.81395394716292,-2.4981025390811,0.610885390648144,-4.0893145871939,4.32649746400163e-05,0.00053258335449024,"sp|Q3V0K9|PLSI_MOUSE",0,"Plastin-1 OS=Mus musculus GN=Pls1 PE=1 SV=1","tr|A0A0D2U007|A0A0D2U007_CAPO3",0,"Fimbrin OS=Capsaspora owczarzaki (strain ATCC 30864) GN=CAOG_000154 PE=4 SV=1","ref|XP_020602176.1|",0,"plastin-3-like [Orbicella faveolata]","GO:0005884; GO:0032432; GO:0005903; GO:0005737; GO:1990357; GO:0051015; GO:0005509; GO:0051764; GO:0051017; GO:0051639; GO:0001951; GO:0040018; GO:1903078; GO:0032532; GO:1902896","GO:0003779; GO:0005509"
"evm.TU.chromosome_14.6407",54.9240544986689,-0.741347544094888,0.181404239649694,-4.08671564416845,4.37522818121779e-05,0.000538159924014211,"sp|Q9QY61|IRX4_MOUSE",1.53e-44,"Iroquois-class homeodomain protein IRX-4 OS=Mus musculus GN=Irx4 PE=2 SV=1","tr|A0A2B4RJ06|A0A2B4RJ06_STYPI",0,"Iroquois-class homeodomain protein IRX-4 OS=Stylophora pistillata GN=Irx4 PE=4 SV=1","ref|XP_020609739.1|",0,"iroquois-class homeodomain protein IRX-4-like isoform X1 [Orbicella faveolata]","GO:0005634; GO:0005667; GO:0043565; GO:0030154; GO:0048561; GO:0007507; GO:0006357","GO:0005634; GO:0043565; GO:0006355"
"evm.TU.chromosome_14.2478",4.66023234345651,-2.81286628633192,0.688516881938499,-4.08539915304964,4.40011087834184e-05,0.000540796712886258,NA,NA,NA,"tr|A0A2B4SVU6|A0A2B4SVU6_STYPI",1.76e-13,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene2509 PE=4 SV=1","ref|XP_015768495.1|",8.49e-19,"PREDICTED: uncharacterized protein LOC107347136 [Acropora digitifera]",NA,"GO:0004842"
"evm.TU.chromosome_7.1005",6.88298467188034,-1.65823663590556,0.406019722943523,-4.08412828786698,4.42425849670186e-05,0.000543339100983847,"sp|Q8CG09|MRP1_RAT",0,"Multidrug resistance-associated protein 1 OS=Rattus norvegicus GN=Abcc1 PE=1 SV=2","tr|A0A2B4RQ03|A0A2B4RQ03_STYPI",0,"Multidrug resistance-associated protein 1 OS=Stylophora pistillata GN=ABCC1 PE=4 SV=1","ref|XP_020603110.1|",0,"multidrug resistance-associated protein 1-like [Orbicella faveolata]","GO:0016323; GO:0005737; GO:0070062; GO:0005887; GO:0016020; GO:0005886; GO:0005524; GO:0016887; GO:0015238; GO:0015562; GO:0015431; GO:0034634; GO:0034040; GO:0005324; GO:0016491; GO:0004012; GO:0046624; GO:0046623; GO:0008559; GO:0060326; GO:0046618; GO:0006855; GO:0034775; GO:0060548; GO:1901215; GO:0033700; GO:0045332; GO:0015911; GO:0030335; GO:1905701; GO:0042493; GO:0006979; GO:0099039; GO:0055085; GO:0042908","GO:0016021; GO:0005524; GO:0042626"
"evm.TU.chromosome_10.1228",4.3279036962556,2.2088583290898,0.541000238662364,4.08291562782163,4.44741731467492e-05,0.000545701627412498,NA,NA,NA,"tr|A0A2B4RP93|A0A2B4RP93_STYPI",1.25e-74,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene17593 PE=4 SV=1","ref|XP_020602726.1|",0,"uncharacterized protein LOC110041756 isoform X1 [Orbicella faveolata]",NA,""
"evm.TU.chromosome_13.2332",43.5310602712508,-1.57214555234604,0.385112631333618,-4.08230066851303,4.45920541452391e-05,0.000545770431104836,"sp|P42674|BP10_PARLI",3.75e-39,"Blastula protease 10 OS=Paracentrotus lividus GN=BP10 PE=2 SV=1","tr|A0A2B4SCZ4|A0A2B4SCZ4_STYPI",0,"Protein SpAN OS=Stylophora pistillata GN=SPAN PE=4 SV=1","ref|XP_020626747.1|",0,"zinc metalloproteinase nas-13-like isoform X2 [Orbicella faveolata]","GO:0005938; GO:0005615; GO:0048471; GO:0004222; GO:0008270","GO:0004222; GO:0008270"
"evm.TU.chromosome_4.1335",33.6276113376524,-0.863349552210567,0.211483741535202,-4.08234479843861,4.45835850590538e-05,0.000545770431104836,"sp|Q14667|K0100_HUMAN",2.99e-133,"Protein KIAA0100 OS=Homo sapiens GN=KIAA0100 PE=1 SV=3","tr|A7S2Y0|A7S2Y0_NEMVE",0,"Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g242473 PE=4 SV=1","ref|XP_022798858.1|",0,"protein KIAA0100-like [Stylophora pistillata]","GO:0005576",""
"evm.TU.chromosome_13.3404",5.21580536556046,-2.49152410186051,0.610378841684265,-4.08193064980015,4.46631254359668e-05,0.000545940618160045,"sp|Q28178|TSP1_BOVIN",1.53e-15,"Thrombospondin-1 OS=Bos taurus GN=THBS1 PE=2 SV=2","tr|A0A2B4SA86|A0A2B4SA86_STYPI",0,"Thrombospondin-1 OS=Stylophora pistillata GN=THBS1 PE=4 SV=1","ref|XP_020630217.1|",0,"uncharacterized protein LOC110067252 isoform X1 [Orbicella faveolata]","GO:0005783; GO:0031012; GO:0005615; GO:0016529; GO:0005509; GO:0050840; GO:0008201; GO:0048266; GO:0007155; GO:0030198; GO:0006954; GO:0016525; GO:0034976; GO:0006986","GO:0046556; GO:0046373"
"evm.TU.chromosome_13.1641",8.70514670778105,3.02051508757809,0.740747034950803,4.0776607195987,4.54910832109241e-05,0.000555628444354438,"sp|Q5TZ24|MOXD1_DANRE",1.6e-93,"DBH-like monooxygenase protein 1 homolog OS=Danio rerio GN=moxd1 PE=2 SV=2","tr|A0A2B4RED0|A0A2B4RED0_STYPI",0,"DBH-like monooxygenase protein 1 OS=Stylophora pistillata GN=Moxd1 PE=4 SV=1","gb|PFX15506.1|",0,"DBH-like monooxygenase protein 1 [Stylophora pistillata]","GO:0005789; GO:0005615; GO:0016021; GO:0030667; GO:0005507; GO:0004500; GO:0042420; GO:0042421; GO:0006589","GO:0005507; GO:0016715"
